Country,City,Name,screen_name,posts,followers
United States of America,Sugar Grove,Insight,insightSBS,23751,62287
United States of America,Taylorville,Breeze Courier,BreezeCourier,4608,1576
United States of America,Tinley Park,Tinley Junction,TinleyJunction,1147,1023
United States of America,Urbana,Daily Illini,TheDailyIllini,25471,26534
United States of America,Vernon Hills,Vernon Hills Review,VernonHillsPPN,5410,1521
United States of America,Waterloo,Republic Times,republictimes,11655,2634
United States of America,Watseka,Times Republic,timesrepublic,7559,893
United States of America,Wilmette,Wilmette Life,Wilmette_Life,3774,1697
United States of America,Wilmington,Free Press Newspapers,va_newspapers,5768,2309
United States of America,Winfield,Winfield Press,nwinfield,1209,4310
United States of America,Winnetka,Winnetka Talk,Winnetka_Talk,3684,1622
United States of America,Woodstock,Woodstock Independent,WoodstockInde,3389,1152
United States of America,Atchison,Atchison Globe,AtchisonGlobe,1049,714
United States of America,Atchison,Circuit,Circuitcat_eng,9760,23473
United States of America,Baldwin City,Baker Orange,bakersports,9340,1335
United States of America,Baldwin City,Baldwin City Signal,baldwincity,4259,886
United States of America,Basehor,Basehor Sentinel,BasehorSentinel,4565,1337
United States of America,Belleville,Belleville Telescope,BTelescope,1458,302
United States of America,Bonner Springs,Chieftain,ChieftainNews,49167,6341
United States of America,Chanute,Chanute Tribune,ChanuteTribune,925,391
United States of America,Cheney,Times Sentinel,TimesSentinel1,5890,804
United States of America,Concordia,KNCK,knck1es,43572,833
United States of America,Derby,Derby Informer,DerbyInformer,15227,3877
United States of America,Dodge City,High Plains Journal,HighPlainsJrnl,11114,9889
United States of America,Emporia,Emporia Gazette,emporiagazette,19426,5244
United States of America,Fort Leavenworth,Fort Leavenworth Lamp,LeavenworthLamp,1832,1398
United States of America,Fort Scott,Fort Scott Tribune,FSTribune,669,432
United States of America,Garden City,KANZ,kanz108,3243,1114
United States of America,Great Bend,Great Bend Tribune,GB_Tribune,1856,929
United States of America,Hays,KAYS,BarKays,1229,5806
United States of America,Holton,Holton Recorder,HoltonRecorder,2572,723
United States of America,Hutchinson,Hutchinson News,HutchNews,77179,8164
United States of America,Iola,Iola Register,iolaregister,2822,928
United States of America,Kansas City,Kansas City Kansan,KCKansan,14665,5768
United States of America,Kansas City,Leaven,realtorleaven,2204,1587
United States of America,Kansas City,Wyandotte Daily News,WyandotteDaily,11885,1711
United States of America,Lawrence,Kansan,KansanNews,19853,15167
United States of America,Lawrence,KLWN,1320KLWN,3895,1186
United States of America,Lawrence,Lawrence,Lawrence,16235,2019877
United States of America,Louisburg,Louisburg Herald,louisburgherald,605,342
United States of America,Marysville,KNDY,kndy,4492,833
United States of America,Marysville,Marysville Advocate,Marysville_News,4546,774
United States of America,McPherson,McPherson Sentinel,macsentinel,3953,1232
United States of America,Newton,Newton Kansan,TheNewtonKansan,6033,1457
United States of America,Olathe,Olathe News,OlatheChamber,5728,3128
United States of America,Osawatomie,Osawatomie Graphic,osawatomienews,615,343
United States of America,Overland Park,Campus Ledger,campusledger,3385,629
United States of America,Parsons,Farm Talk,FarmToTableTalk,628,1667
United States of America,Pittsburg,KFJX,FOX14KFJX,17463,2035
United States of America,Pittsburg,KOAM,koamnews,19045,5070
United States of America,Pratt,Pratt Tribune,PrattTribune,4398,1268
United States of America,Sabetha,Sabetha Herald,sabethaherald,2658,405
United States of America,Salina,Salina Journal,salinajournal,28463,5475
United States of America,Sharon Springs,Western Times,swtimes,17384,2699
United States of America,Shawnee,Shawnee Dispatch,shawneedispatch,9709,4893
United States of America,St. John,St. John News,StJohnsNews,22530,14456
United States of America,St. Marys,St. Marys Star,stmarysstar,1683,712
United States of America,Stockton,Stockton Sentinel,StkSentinel,1660,423
United States of America,Topeka,KSNT,KSNTNews,57921,42539
United States of America,Topeka,Washburn Review,wureview,4544,1976
United States of America,Topeka,WIBW,wibw,61145,33882
United States of America,Valley Center,Ark Valley News,arkvalleynews,1135,1093
United States of America,Wichita,KAKE,KAKEnews,107653,112175
United States of America,Wichita,KFDI,kfdinews,59876,17586
United States of America,Wichita,KMUW,KMUW,22344,5323
United States of America,Wichita,KNSS,knssradio,139900,4164
United States of America,Wichita,KSAS,ksas187,32066,1126
United States of America,Wichita,KWCH,KWCH12,101389,111218
United States of America,Wichita,Wichita Business Journal,ICTBizJournal,21893,20140
United States of America,Bowling Green,Amplifier,amplifying,6804,3455
United States of America,Bowling Green,WBKO,wbkotv,37100,28663
United States of America,Bowling Green,WKCT,wkct,1322,478
United States of America,Bowling Green,WNKY,wnkytv,23625,2689
United States of America,Cadiz,Cadiz Record,TheCadizRecord,1185,766
United States of America,Calvert City,Lake News,LakeTahoe_News,24546,6060
United States of America,Columbia,Adair Progress,AdairProgress,668,617
United States of America,Corbin,Corbin News Journal,cwnewsjournal,2326,1462
United States of America,Covington,Kentucky Post,thederbypost,2100,1148
United States of America,Cynthiana,Cynthiana Democrat,CynDemo,940,361
United States of America,Frankfort,State Journal,StateJournalAnn,22861,5498
United States of America,Franklin,Franklin Favorite,franklinfav,1074,628
United States of America,Glasgow,WCLU,wclu,15027,973
United States of America,Harrodsburg,Harrodsburg Herald,HburgHerald,2414,845
United States of America,Hazard,Hazard Herald,HazardHerald,4475,1371
United States of America,Hazard,WYMT,WYMT,76615,56359
United States of America,Highland Heights,Northerner,GdnNortherner,6504,8572
United States of America,Hopkinsville,Kentucky New Era,KentuckyNewEra,26614,3676
United States of America,Lawrenceburg,Anderson News,MDAndersonNews,16384,69416
United States of America,Lebanon,Lebanon Enterprise,LEnterprise,6977,1289
United States of America,Leitchfield,Grayson County News Gazette,gcnewsgazette,2312,819
United States of America,Lexington,Ace Weekly,AceWeekly,10987,7221
United States of America,Lexington,Kentucky Kernel,KyKernel,10737,8649
United States of America,Lexington,Lexington Herald Leader,heraldleader,130603,53755
United States of America,Lexington,WKYT,WKYT,94655,113453
United States of America,Lexington,WVLK,WVLK,10871,2901
United States of America,Lexington (Chevy,Chevy Chaser Magazine,ChevyChaserMag,763,4350
United States of America,Lexington (Southside),Southsider Magazine,SouthsiderMag,537,2587
United States of America,Louisville,Concord,ConcordRecords,5527,15706
United States of America,Louisville,Letter,redlettermedia,1946,83520
United States of America,Louisville,Louisville Magazine,LouisvilleMag,30174,29512
United States of America,Louisville,Velocity,Velocity,17265,55391
United States of America,Louisville,WDRB,WDRBNews,151289,109151
United States of America,Louisville,WFPL,WFPLNews,42819,16576
United States of America,Louisville,WLKY,WLKY,190713,99039
United States of America,Louisville (East End),Voice Tribune,TheVoiceTribune,5662,9699
United States of America,Marion,Crittenden Press,CrittendenPress,1698,642
United States of America,Maysville,Ledger Independent,LedgerNewsroom,13638,2494
United States of America,Morehead,Morehead News,TheMoreheadNews,8822,1214
United States of America,Morehead,Trail Blazer,TrailBlazerNews,6642,10537
United States of America,Murray,Murray State News,MurrayStateNews,2962,4346
United States of America,Owensboro,Owensboro Messenger Inquirer,OwensboroMI,7125,7311
United States of America,Paducah,Paducah Sun,PaducahSunNews,1651,4986
United States of America,Paducah,West KY News,beechtreenews,11885,1226
United States of America,Prestonburg,Floyd County Times,floydcotimes,5677,741
United States of America,Richmond,Eastern Progress,easternprogress,2241,3263
United States of America,Richmond,Richmond Register,RichmondRsports,37180,5512
United States of America,Shepherdsville,Pioneer News,PioneerDJ,2256,166348
United States of America,Taylorsville,Spencer Magnet,spencertron,5534,1871
United States of America,Williamstown,Grant County News,SCSunNews,8607,2155
United States of America,Wilmore,Asbury Collegian,asburycollegian,755,595
United States of America,Winchester,Winchester Sun,winchestersun,3860,821
United States of America,Alexandria,Baptist Message,BaptistMessage,1605,1128
United States of America,Alexandria,Cenla Focus,CenlaFocus,943,1216
United States of America,Alexandria,KLAX,KLAXTV,1662,551
United States of America,Baton Rouge,Daily Reveille,lsureveille,21067,26132
United States of America,Baton Rouge,In Register,FedRegister,3801,12631
United States of America,Baton Rouge,Neighbors,JamarNeighbors,28522,7099
United States of America,Baton Rouge,Red Shtick,RedShtick,14221,747
United States of America,Baton Rouge,Southern Digest,SouthernDigest,5830,1683
United States of America,Baton Rouge,WAFB,WAFB,92734,139268
United States of America,Baton Rouge,WBRZ,WBRZ,51957,84768
United States of America,Bossier City,Bossier Press Tribune,BossierPress,11117,3172
United States of America,Boutte,St. Charles Herald Guide,StCharlesHerald,2071,478
United States of America,Covington,St. Tammany News,sttammanynews,1225,1443
United States of America,Donaldsonville,Donaldsonville Chief,dvillechief,4731,766
United States of America,Eunice,Eunice News,EuniceWVTM13,3771,1913
United States of America,Franklinton,Era Leader,eRaMatty,46354,30095
United States of America,Gonzales,Gonzales Weekly Citizen,WeeklyCitizen,7787,1295
United States of America,Grambling,Gramblinite,TheGramblinite,9244,6685
United States of America,Homer,Guardian Journal,GuardianWayne,29552,7471
United States of America,Lafayette,KADN,JayKadn,12647,23438
United States of America,Lafayette,KATC,KATCTV3,114251,77530
United States of America,Lafayette,KLFY,KLFY,46622,43153
United States of America,Lafayette,KPEL,kpel965,21121,1378
United States of America,Lafayette,Times of Acadiana,TimesOfAcadiana,5756,8070
United States of America,Lake Charles,KPLC,KPLC7News,79298,33009
United States of America,Larose,Lafourche Gazette,LafourcheGazett,1905,926
United States of America,Minden,Minden Press Herald,mindenph,2560,382
United States of America,Monroe,KNOE,KNOE8,15544,9081
United States of America,Monroe,ULM Hawkeye,ULMHawkeye,1679,857
United States of America,Natchitoches,Current Sauce,TheCurrentSauce,842,609
United States of America,New Orleans,Clarion Herald,ClarionHerald,1008,1673
United States of America,New Orleans,Louisiana Weekly,LouisianaWeekly,1453,12974
United States of America,New Orleans,Maroon,maroon5,4116,14332021
United States of America,New Orleans,New Orleans,VisitNewOrleans,47039,99487
United States of America,New Orleans,New Orleans City Business,City_Business,29414,21711
United States of America,New Orleans,Tulane Hullabaloo,the_hullabaloo,2295,5372
United States of America,New Orleans,WDSU,wdsu,143102,110310
United States of America,New Orleans,WGNO,WGNOtv,43892,31505
United States of America,New Orleans,WRNO,995WRNO,15454,1929
United States of America,Pierre Part,Bayou Journal,BayouMag,1524,1445
United States of America,Port Allen,West Side Journal,WestSideJournal,2405,536
United States of America,Prairieville,Ascension Magazine,AscensionMag,1147,1246
United States of America,Ruston,Ruston Daily Leader,RustonLeader,1318,1418
United States of America,Ruston,Tech Talk,IDGTechTalk,15573,8706
United States of America,Shreveport,Best of Times,thetimes,153263,1004134
United States of America,Shreveport,Catholic Connection,cathconnection,965,7024
United States of America,Shreveport,KEEL,LarryKeel,2607,4871
United States of America,Shreveport,KMSS,KMSSTV,25661,5051
United States of America,Shreveport,KSLA,KSLA,67051,61037
United States of America,Shreveport,KTBS,KTBS,54291,41798
United States of America,Shreveport,Shreveport Times,shreveporttimes,90023,32466
United States of America,St. Martinville,Teche News,TecheNet_news,5771,2045
United States of America,Thibodaux,Daily Comet,DailyComet,11479,2784
United States of America,Thibodaux,Nicholls Worth,NichollsWorth,604,1217
United States of America,West Monroe,Ouachita Citizen,OuachitaCitizen,2738,913
United States of America,Winnsboro,Franklin Sun,TheFranklinSun,2565,492
United States of America,Chestnut Hill,Heights,HeightsSports,14641,3185
United States of America,Perry Hall,Times Herald,MJTimesHerald,23665,2819
United States of America,Dexter,Daily Me,dailybreezeME,6804,3689
United States of America,Grand Rapids,WOOD,roywoodjr,41901,79919
United States of America,Aitkin,News Hopper,jesshop23,4100,3453
United States of America,Albert Lea,Albert Lea Tribune,altribune,17711,1837
United States of America,Alexandria,Echo Press,echopress,10274,2561
United States of America,Alexandria,KSAX,KSax13,1646,508
United States of America,Austin,Austin Daily Herald,austinherald,37934,2786
United States of America,Belle Plaine,Belle Plaine Herald,bpherald,2131,911
United States of America,Bemidji,Bemidji Pioneer,bemidji,24425,4383
United States of America,Bloomington,Bloomington Sun Current,SunCurrent,3809,833
United States of America,Bloomington,Lion's Roar,LionsRoar,11647,62262
United States of America,Brainerd,Brainerd Dispatch,brd_dispatch,73658,4094
United States of America,Caledonia,Caledonia Argus,caledoniaargus,926,328
United States of America,Cambridge,Isanti County News,isanticonews,2183,1067
United States of America,Canby,Canby News,CanbySportsNews,1797,391
United States of America,Chanhassen,Chanhassen Villager,ChanhassenNews,3102,2098
United States of America,Chaska,Chaska Herald,chaskaherald,10911,3546
United States of America,Circle Pines,Quad Community Press,QuadPress,1922,496
United States of America,Cold Spring,Cold Spring Record,csspringers,2014,824
United States of America,Coon Rapids,Hometown Source,hometownsource,12944,545
United States of America,Crookston,Crookston Daily Times,CrookstonTimes,2591,656
United States of America,Duluth,Business North,BusinessWalesN,2864,3445
United States of America,Duluth,Duluth News Tribune,duluthnews,57371,32850
United States of America,Duluth,KBJR,KBJR6news,43433,12876
United States of America,Duluth,KQDS,KQDS,5124,691
United States of America,Eden Prairie,Eden Prairie News,EdenPrairieNews,6466,4088
United States of America,Eden Prairie,Eden Prairie Sun Current,EPSunCurrent,1675,973
United States of America,Edina,Edina Sun Current,EdinaSunCurrent,6099,2866
United States of America,Ely,Ely Echo,elyecho,8738,2007
United States of America,Farmington,Farmington Independent,farmington,3985,1575
United States of America,Forest Lake,Forest Lake Times,forestlaketimes,7495,1302
United States of America,Hastings,Hastings Star Gazette,hastingsmn,1905,1192
United States of America,Hermantown,Hermantown Star,hermantownstar,1793,1490
United States of America,Hopkins,Hopkins Sun Sailor,MNSunSailor,1967,805
United States of America,Hutchinson,Hutchinson Leader,hutchleader,14536,819
United States of America,Isle,Mille Lacs Messenger,mlacsmessenger,2945,604
United States of America,Jackson,KKOJ,kkojradio,5779,723
United States of America,Karlstad,North Star News,MountIsaNews,5921,1654
United States of America,Kenyon,Kenyon Leader,KenyonLeader,4472,529
United States of America,Little Falls,KLTF,KLTF,922,2411
United States of America,Mankato,KEYC,keyc,45230,7583
United States of America,Mankato,KTOE,ktoe_news,13478,1846
United States of America,Mankato,Mankato Free Press,Mankatonews,35235,7866
United States of America,Minneapolis,Circle,circlepay,1341,18968
United States of America,Minneapolis,KARE,kare11,107507,294425
United States of America,Minneapolis,KSTC,kstc45,1008,783
United States of America,Minneapolis,KSTP,KSTP,111378,87210
United States of America,Minneapolis,La Prensa de Minnesota,Laprensamn,4443,459
United States of America,Minneapolis,La Voz Latina,LaVozLatinaRkfd,921,320
United States of America,Minneapolis,Secrets of the City,SecretsCity,11364,10441
United States of America,Minneapolis,Twin Cities Daily Planet,tcdailyplanet,24474,11058
United States of America,Minneapolis,Watchdog,BBCWatchdog,4411,97229
United States of America,Minneapolis,WCCO,WCCO,64757,170325
United States of America,Minneapolis,Downtown Journal,dtphxjournal,6281,27567
United States of America,Minneapolis (North),North News,northjersey,90739,51425
United States of America,Minneapolis,Southwest Journal,SWjournal,2307,4201
United States of America,Mora,Kanabec County Times,KanabecTimes,734,458
United States of America,New Prague,New Prague Times,newpraguetimes,1223,443
United States of America,New Ulm,KNUJ,KNUJ,1851,595
United States of America,North Branch,Post Review,PostCultRev,52446,13188
United States of America,Northfield,Manitou Messenger,manitoumess,602,839
United States of America,Osakis,Osakis Review,TheOsakisReview,1915,502
United States of America,Osseo,Press and News Newspapers,PressReader,7839,26674
United States of America,Owatonna,Owatonna People's Press,OwatonnaNews,5958,1798
United States of America,Pine City,Pine City Pioneer,PineCityPioneer,574,391
United States of America,Pine River,Pine River Journal,PAL_EchoJournal,9489,796
United States of America,Prior Lake,Prior Lake American,PLAmerican,2539,2389
United States of America,Rochester,KTTC,KTTCTV,17591,10282
United States of America,Rochester,Rochester,rochester,6687,75247
United States of America,Savage,Savage Pacer,SavagePacer,3689,1607
United States of America,Shakopee,Shakopee Valley News,Shakopee,12594,4317
United States of America,Shoreview,Shoreview Press,ShoreviewPress,616,544
United States of America,Slayton,Murray County News,FetchYourNews,17785,1802
United States of America,St. Cloud,St. Cloud Times,sctimes,52259,13729
United States of America,St. Cloud,KVSC,kvsc881fm,8727,3196
United States of America,St. Cloud,WJON,WJON_News,22432,3320
United States of America,St. Paul,Lillie News,lillienews,10121,1043
United States of America,St. Paul,Mac Weekly,themacweekly,901,912
United States of America,St. Paul,Pioneer Press,PioneerPress,99248,145887
United States of America,St. Paul (St. Anthony,Park Bugle,parkbugle,921,325
United States of America,St. Paul (West End),Community Reporter,commreporter,3710,1665
United States of America,St. Peter,Gustavian Weekly,GustavianWeekly,2135,1297
United States of America,Staples,Staples World,STAPLESCenter,13322,89723
United States of America,Stephen,Stephen Messenger,smessenger,665,1260
United States of America,Stillwater,Stillwater Gazette,stillwgazette,2350,1049
United States of America,Victoria,Victoria Gazette,mygazette,2728,607
United States of America,Virginia,Hometown Focus,Hometownfocus,1890,331
United States of America,Virginia,Mesabi Daily News,MesabiDailyNews,5142,1712
United States of America,Waseca,Waseca County News,WasecaNews,7689,1716
United States of America,Wayzata,Lakeshore Weekly News,LakeshorePreps,4497,1221
United States of America,White Bear Lake,White Bear Press,WhiteBearPress,2067,2125
United States of America,Winona,Winona Daily News,WinonaDailyNews,82499,4166
United States of America,Winona,Winona Post,Winona_Post,838,376
United States of America,Winona,Winonan,Winonan,640,748
United States of America,Woodbury,Woodbury Bulletin,woodburymn,3154,2465
United States of America,Aurora,Aurora Advertiser,AAdvertiser,2807,477
United States of America,Bethany,Bethany Republican Clipper,BethanyClipper,4394,573
United States of America,Bolivar,Omnibus,UrbanOmnibus,2390,13233
United States of America,Boonville,Boonville Daily News,BvilleDailyNews,4367,939
United States of America,Branson,KRZK,krzkradio,15212,1594
United States of America,Buffalo,Buffalo Reflex,buffaloreflex,2276,350
United States of America,Canton,Press News Journal,PressandJournal,9794,1407
United States of America,Cape Girardeau,KFVS,kfvsnews,99294,42208
United States of America,Cape Girardeau,KZIM,960KZIM,35266,497
United States of America,Cape Girardeau,Southeast Missourian,semissourian,46023,8060
United States of America,Carthage,Carthage Press,carthagepress,10170,1756
United States of America,Cassville,Cassville Democrat,CassvilleDemo,5935,1154
United States of America,Columbia,Columbia Missourian,CoMissourian,39260,35377
United States of America,Columbia,KOMU,KOMUnews,89121,55191
United States of America,Columbia,Maneater,TheManeater,8392,16653
United States of America,Eldon,Eldon Advertiser,EldonAdvertiser,2396,620
United States of America,Ellisville,West Newsmagazine,WestNewsmag,5308,777
United States of America,Elsberry,Elsberry Democrat,ElsberryDem,7434,582
United States of America,Excelsior Springs,Excelsior Springs Standard,ExSpgsStandard,1755,627
United States of America,Farmington,Farmington Press,FarmingtonPress,1154,350
United States of America,Farmington,Parkland News,parklandnewsnet,1111,944
United States of America,Fort Leonard Wood,Guidon,TheGUIDON,19136,11331
United States of America,Fulton,Fulton Sun,fultonsun,2630,772
United States of America,Gainesville,Ozark County Times,OCtimes,2331,322
United States of America,Grandview,Jackson County Advocate,JacksonCoCASA,788,1205
United States of America,Hannibal,Hannibal Courier Post,hannibalcourier,16392,1808
United States of America,Houston,Houston Herald,houstonherald,8273,1178
United States of America,Jefferson City,Jefferson City News Tribune,NewsTribune,62042,8107
United States of America,Joplin,Chart,chartdata,9722,31638
United States of America,Joplin,Joplin Globe,JoplinGlobe,15966,7806
United States of America,Joplin,KODE,KodeMedia,2696,2524
United States of America,Kahoka,Media,ftmedia,16829,43738
United States of America,Kansas City,Kansas City Business Journal,KCBizJournal,34667,38727
United States of America,Kansas City,Kansas City Info Zine,infoZine,37687,2453
United States of America,Kansas City,Kansas City Star,KCStar,170804,222448
United States of America,Kansas City,KCTV,KCTV5,138806,133420
United States of America,Kansas City,KMBC,kmbc,201144,129195
United States of America,Kansas City,KMBZ,JonKMBZ,12569,10056
United States of America,Kansas City,Pitch,PITCHonFOX,6287,24634
United States of America,Kansas City,University News,RiceUNews,8122,4334
United States of America,Kansas City,WDAF,MattWDAF,2160,3986
United States of America,Kearney,Kearney Courier,kearneycourier,6011,1165
United States of America,Kirksville,Kirksville Daily Express,KVDailyExpress,8649,1265
United States of America,Lake St. Louis,Newstime,The_Newstime,62300,2949
United States of America,Lathrop,Rural Reporter,BushReporter,2717,4402
United States of America,Lee's Summit,Lee's Summit Journal,LS_Journal,887,1973
United States of America,Lee's Summit,Lee's Summit Tribune,LSTribune,13896,4695
United States of America,Licking,Licking News,LickingHealth,2715,1148
United States of America,Marshall,Marshall Democrat News,MarshallMoNews,5298,424
United States of America,Marshfield,Marshfield Mail,MfieldMail,5907,645
United States of America,Maryville,Nodaway News Leader,NodawayNews,34704,3064
United States of America,Maryville,Northwest Missourian,TheMissourian,2894,3403
United States of America,Mexico,Mexico Ledger,MexicoLedger,1153,1655
United States of America,Monett,Monett Times,MonettTimes,9899,2696
United States of America,Mound City,Mound City News,moundcity_news,2754,439
United States of America,Neosho,Neosho Daily News,neoshodailynews,5439,1445
United States of America,Ozark,Christian County Headliner News,HeadlinerNews,9890,1520
United States of America,Rolla,Rolla Daily News,RollaDailyNews,6802,1505
United States of America,Sedalia,Sedalia Democrat,SedaliaDemocrat,9342,1769
United States of America,Sedalia,Sedalia News Journal,sedalia_news,8725,506
United States of America,Smithville,Smithville Herald,smithvillenews,1950,591
United States of America,Springfield,417 Magazine,417mag,7665,14405
United States of America,Springfield,Community Free Press,BronxFreePress,2289,1639
United States of America,Springfield,Drury Mirror,DruryMirror,1631,1140
United States of America,Springfield,Freshare,freshare,764,525
United States of America,Springfield,KSMU,ksmu,10851,4523
United States of America,Springfield,KTTS,KTTS947fm,7260,6685
United States of America,Springfield,KYTV,kytv,81659,77964
United States of America,Springfield,Springfield News Leader,springfieldNL,62853,57668
United States of America,St. James,St. James Leader Journal,StjLeader,1547,514
United States of America,St. Joseph,Griffon News,GriffonNewsCom,1766,1162
United States of America,St. Louis,KMOV,KMOV,66039,93478
United States of America,St. Louis,KMOX,kmoxnews,105052,66658
United States of America,St. Louis,KSDK,ksdknews,139691,203234
United States of America,St. Louis,Limelight,LimelightNI,18963,25523
United States of America,St. Louis,Riverfront Times,RiverfrontTimes,38953,103167
United States of America,St. Louis,St. Louis American,StLouisAmerican,23646,14259
United States of America,St. Louis,St. Louis Review,StLouisReview,4275,5682
United States of America,St. Louis,Vital Voice,vital_voice,502,360
United States of America,St. Louis (Central West,West End Word,WestEndWord,1533,314
United States of America,St. Louis (South),South County Times,SoCoTimes,2179,614
United States of America,Stockton,Cedar County Republican,CedarRepublican,12410,504
United States of America,Trenton,KTTN,KTTNRadio,6072,455
United States of America,Troy,Lincoln County Journal,LincolnCounty,4498,1632
United States of America,Vandalia,Vandalia Leader,VandaliaLeader,1347,421
United States of America,Warrensburg,Digital Burg,digitalBURG,1174,561
United States of America,Warrensburg,Muleskinner,MuleskinnerUCM,6141,1849
United States of America,Washington,Washington Missourian,Emissourian,6554,4079
United States of America,Welcome,Southerner,ABritSoutherner,36242,28677
United States of America,Beach,Golden Valley News,goldnvallypatch,9888,1060
United States of America,Bismarck,Bismarck Tribune,bistrib,27127,11525
United States of America,Bismarck,Farm and Ranch Guide,FarmRanchGuide,3949,2731
United States of America,Bismarck,KXMB,KXMB,20478,7559
United States of America,Devils Lake,Devils Lake Journal,DevilsLakeJour1,1583,416
United States of America,Dickinson,Dickinson Press,dickinsonpress,17613,2425
United States of America,Fargo,KFGO,790KFGO,31316,8296
United States of America,Fargo,Prairie Business,PrairieBiz,19107,6294
United States of America,Grand Forks,Dakota Student,DakotaStudent,1845,1576
United States of America,Grand Forks,Grand Forks Herald,gfherald,70179,17826
United States of America,Grand Forks,KNOX,robknox_,18772,24703
United States of America,Grand Forks,WDAZ,WDAZTV,72004,10235
United States of America,Jamestown,Jamestown Sun,jamestownsun,38295,1560
United States of America,Kenmare,Kenmare News,kenmarenews,8186,727
United States of America,Minot,KMOT,KMOT_TV,14115,2268
United States of America,Minot,Minot Daily News,MinotDailyNews,8317,3025
United States of America,New Town,New Town News,NewCountryUK,39145,11443
United States of America,Wahpeton,Wahpeton Daily News,wahpeton,31335,1435
United States of America,Glassboro,Whit,Whit_NY,833,1063
United States of America,New York,Chief,City_Chief,18512,41230
United States of America,Cincinnati,Cincinnati,CincyTennis,10980,48061
United States of America,London,Madison Press,TheMadisonPress,2469,868
United States of America,Wright Patterson AFB,Skywriter,durhamskywriter,1499,601
United States of America,Bartlesville,Bartlesville Examiner Enterprise,BartlesvilleEE,5703,1893
United States of America,Boise City,Boise City News,boisedailynews,117635,2034
United States of America,Cheyenne,Cheyenne Star,Cheyenne_Curtis,6423,11927
United States of America,Clinton,Clinton Daily News,ClintonDNSports,4019,767
United States of America,Cordell,Cordell Beacon,CordellBeacon,1068,398
United States of America,Coweta,Coweta American,CowetaAmerican,14753,2257
United States of America,Duncan,Duncan Banner,DuncanBanner,15401,932
United States of America,Eakly,Country Connection News,ConnectionNewsP,8745,3559
United States of America,Edmond,Edmond Sun,edmondsun,15083,7446
United States of America,El Reno,El Reno Tribune,ERTribune,530,577
United States of America,Enid,Enid News and Eagle,enidnews,48200,3929
United States of America,Enid,KOFM,1029KOFM,7777,2436
United States of America,Frederick,Frederick Press,FrederickMelo,26558,6504
United States of America,Guymon,Guymon Daily Herald,guymondaily,9974,965
United States of America,Lawton,KSWO,KSWO_7NEWS,41591,10774
United States of America,Lawton,Lawton Constitution,LawtonConst,18830,3088
United States of America,Marlow,Marlow Review,MarlowReview,1986,664
United States of America,Muskogee,Baconian,BaconianMethod,3974,318
United States of America,Muskogee,Muskogee Phoenix,MuskogeePhoenix,7084,3352
United States of America,Mustang,Mustang News,CPMustangNews,8270,8551
United States of America,Mustang,Mustang Times,mustangtimes,4045,1358
United States of America,Norman,Norman Transcript,NormanNews,19902,9200
United States of America,Norman,Oklahoma Daily,OUDaily,18554,23107
United States of America,Okemah,Okemah News Leader,newsleader191,2210,566
United States of America,Oklahoma City,Black Chronicle,blackchronicle1,8130,329
United States of America,Oklahoma City,KOCO,koconews,144845,125351
United States of America,Oklahoma City,KOKC,DJ2Kokc,10475,860
United States of America,Oklahoma City,Nuestra Comunidad,NuestraCDC,800,1415
United States of America,Oklahoma City,OKC Biz,OKCBiz,1118,8832
United States of America,Oklahoma City,Oklahoma Gazette,okgazette,14635,55613
United States of America,Oklahoma City,Oklahoman,TheOklahoman,33964,44620
United States of America,Oklahoma City,City Sentinel,thecitysentinel,10682,958
United States of America,Oklahoma City,Friday,Friday13thGame,24972,168546
United States of America,Owasso,Owasso Reporter,owassoreporter,12046,2898
United States of America,Purcell,Purcell Register,PurcellRegister,7397,2458
United States of America,Ryan,Ryan Leader,StewardLeader,4852,17171
United States of America,Sand Springs,Sand Springs Leader,SSLeader,12730,2636
United States of America,Sapulpa,Sapulpa Daily Herald,SapulpaHerald,582,575
United States of America,Shawnee,Shawnee News Star,shawneenewsstar,18140,2613
United States of America,Skiatook,Skiatook Journal,SkiatookJournal,5921,656
United States of America,Stillwater,KOSU,KOSURadio,31431,8131
United States of America,Stillwater,Stillwater News Press,StwNewsPress,15283,6301
United States of America,Tahlequah,Northeastern,Northeastern,20155,32621
United States of America,Thomas,Thomas Tribune,thomaswburr,13251,4206
United States of America,Tulsa,KFAQ,KFAQ,108263,3014
United States of America,Tulsa,KRMG,KRMGtulsa,121807,28350
United States of America,Tulsa,Tulsa World,tulsaworld,72030,101147
United States of America,Tulsa,Urban Tulsa Weekly,urbantulsa,528,6966
United States of America,Woodward,Woodward News,woodwardnews,3310,1797
United States of America,Bath,Home News,hometeamnews,3303,6852
United States of America,Greenville,Paladin,PaladinCornelia,73342,14882
United States of America,Greenville,WYFF,wyffnews4,183339,102727
United States of America,MCRD Parris Island,Boot,MaxBoot,58933,82671
United States of America,Sioux Falls,Argus Leader,ArgusSports,39733,12659
United States of America,Charlottesville,Hook,hook,915,4610
United States of America,Bluefield,WVVA,WVVA,23757,9437
United States of America,Buckhannon,Record Delta,recorddelta,2549,1120
United States of America,Charleston,Graffiti,PUREGRAFFITI,12376,48354
United States of America,Clarksburg,WDTV,WDTV5News,21470,6606
United States of America,Elkins,Inter Mountain,InterMountainWV,567,1317
