Country,City,Name,screen_name,posts,followers
Bangladesh,Chittagong,Azadi,AzadiRojava,12289,20818
Bangladesh,Comilla,Amod,amodm,1112,4120
Belgium,Brussels,De Morgen,demorgen,172257,66754
Belgium,Brussels,De Standaard,destandaard,88444,288327
Belgium,Brussels,De Tijd,tijd,149821,63163
Belgium,Brussels,Het Nieuwsblad,Nieuwsblad_be,199395,76197
Belgium,Brussels,La Libre Belgique,lalibrebe,169184,197814
Belgium,Brussels,Le Soir,lesoir,136010,342058
Belgium,Brussels,L'Echo,lecho,144178,44631
Belgium,Brussels,Sportwereld,ADSportwereld,90252,21846
Belgium,Mouscron,Nord Eclair,NordEclairWeb,23703,17615
Belgium,Huy,La Meuse,LaMeuse_be,85738,13651
Belgium,Liege,RTC,RTCSNV,14667,9166
Belgium,Arlon,L'Avenir Luxembourg,lavenirAL,2259,1357
Belgium,Namur,L'Avenir,francaisavenir,2902,2952
Belgium,Namur,Sud Presse,sud_presse,49545,3832
Belgium,Leuven,Mix FM,Mixfmlebanon,9416,20975
Burkina Faso,Ouagadougou,L'Independant,lindependant,51613,14952
Burkina Faso,Ouagadougou,L'Observateur Paalga,LObservateurPaa,674,1973
Burkina Faso,Ouagadougou,L'Opinion,lopinion_fr,64745,62239
Bulgaria,Blagoevgrad,Viara,JessicaViara,48847,1288
Bulgaria,Burgas,Faktor,thecfaktor,1323,1680
Bulgaria,Burgas,Kompas,kompascom,876566,6755560
Bulgaria,Sofia,Banker,AmerBanker,40716,58902
Bulgaria,Sofia,Dnevnik,DNEVNIKhr,61188,212914
Bulgaria,Sofia,Fokus,FOKUS,5189,1721
Bulgaria,Sofia,Kapital,iamDasKapital,68638,13295
Bulgaria,Sofia,Monitor,DailyMonitor,95472,427279
Bulgaria,Sofia,Republika,republikaonline,1010104,932404
Bulgaria,Sofia,Sega,SEGA,31417,1713335
Bulgaria,Sofia,Sofia Echo,TheSofiaEcho,12684,941
Bulgaria,Sofia,Standart,kstand40,18778,487
Bulgaria,Sofia,Zaman,amberinzaman,50662,327196
Bulgaria,Veliko Tarnovo,Borba,micheleborba,31885,121334
Bosnia and Herzegovina,Banja Luka,Glas Srpske,GlasSrpske,161092,5516
Bosnia and Herzegovina,Banja Luka,Nes Radio,nesgto,51726,5979
Bolivia,Trinidad,La Palabra,la_palabra,2536,5000
Bolivia,Sucre,Correo del Sur,correodelsurcom,42684,8908
Bolivia,Cochabamba,Los Tiempos,LosTiemposBol,130198,157336
Bolivia,Cochabamba,Opinion,nytopinion,90495,610172
Bolivia,La Paz,El Diario,eldiariopereira,55122,76933
Bolivia,La Paz,Jornada,jornadadelcampo,1963,2877
Bolivia,La Paz,La Prensa,prensacom,224083,410333
Bolivia,La Paz,La Razon,larazon_es,168582,339512
Bolivia,La Paz,Pagina Siete,pagina_siete,123355,242284
Bolivia,Oruru,La Patria,lapatriacom,118184,259921
Bolivia,Potosi,El Potosi,elpotosinet,12041,2916
Bolivia,Santa Cruz de la Sierra,El Deber,diarioeldeber,117689,339956
Bolivia,Santa Cruz de la Sierra,El Mundo,elmundoes,154799,2851489
Bolivia,Santa Cruz de la Sierra,La Estrella del Oriente,laestrellaorien,55596,2339
Bolivia,Tarija,El Nacional,ElNacionalWeb,5110766,4311301
Bolivia,Tarija,El Pais,el_pais,344987,6235319
Bolivia,Tarija,Nuevo Sur,elnuevoherald,158795,376307
Japan,Hiroshima,Chugoku Shimbun,ChugokuShimbun,82818,51030
Japan,Morioka,Iwate Nippo,xiwatenippo,22993,38339
Japan,Sendai,Kahoku Shimpo,kahoku_shimpo,150746,120562
Japan,Suwa,Nagano Nippo,NaganoNippo,10141,421
Japan,Niigata,Niigata Nippo,niigata_nippo,62645,59440
Japan,Tokyo,Daily Sports,NYDNSports,73671,43522
Japan,Tokyo,Japan Times,japantimes,134677,247321
Japan,Tokyo,Nikkei,nikkei,184327,2570075
Japan,Shiminoseki,Yamaguchi Shimbun,yamaguchis21,6288,2039
Benin,Cotonou,Fraternite,FraterniteIrak,2733,4646
Benin,Cotonou,La Nation,LiveNation_LA,7320,17665
Benin,Cotonou,La Nouvelle Tribune,lanouvelleT,24003,50987
Benin,Cotonou,Le Matinal,lematinal,21843,4320
Bhutan,Thimphu,Bhutan Observer,bhutanobserver,3351,8557
Bhutan,Thimphu,Bhutan Times,DummyTimes,9033,3428
Bhutan,Thimphu,Kuensel,KuenselOnline,16969,30914
Jamaica,Kingston,Jamaica Gleaner,JamaicaGleaner,110012,214739
Jamaica,Kingston,Jamaica Observer,JamaicaObserver,137330,197397
Jamaica,Kingston,Jamaica Star,jamaicastar,41528,129922
Jamaica,Kingston,RJR 94,RJR94fm,10607,11311
Jamaica,Kingston,Sunday Herald,newsundayherald,10049,52246
New Hampshire,Berlin,Berlin Daily Sun,BerlinDailySun,2588,318
New Hampshire,Claremont,Compass,CompassInc,4787,11792
New Hampshire,Colebrook,News and Sentinel,NewsandSentinel,6286,2963
New Hampshire,Concord,Concord Insider,Concord_Insider,735,459
New Hampshire,Concord,Concord Monitor,ConMonitorNews,10824,21754
New Hampshire,Concord,WKXL,wkxlnh,1697,490
New Hampshire,Conway,Conway Daily Sun,ConwayDailySun,5450,1639
New Hampshire,Conway,Mountain Ear,RedMountainEar,1413,391
New Hampshire,Deerfield,Forum,BBCTheForum,2810,3694
New Hampshire,Derry,Derry News,derryjournal,29613,20623
New Hampshire,Derry,Nutfield News,NutfieldNews,1841,614
New Hampshire,Dover,WTSN,LkWtsn,19927,409
New Hampshire,Hampton,Hampton Union,HamptonUnion,4811,761
New Hampshire,Hanover,Dartmouth,dartmouth,17030,48502
New Hampshire,Hanover,Dartmouth Review,DartmouthReview,3044,1203
New Hampshire,Hillsborough,Villager,thevillagernyc,5236,3034
New Hampshire,Keene,Equinox,Equinox,18540,102723
New Hampshire,Keene,Keene Sentinel,Keene_Sentinel,7403,5001
New Hampshire,Laconia,Citizen,citizentvkenya,322956,1496483
New Hampshire,Lancaster,Coos County Democrat,CoosCountyNews,2916,589
New Hampshire,Lebanon,Valley News,ValleyNewsLive,41901,34696
New Hampshire,Londonderry,Londonderry Times,LondonderryTime,2284,1979
New Hampshire,Manchester,Saint Anselm Crier,StAnselmCrier,5270,653
New Hampshire,Manchester,WMUR,WMUR9,196118,113110
New Hampshire,Manchester,WZID,WZID,6225,2804
New Hampshire,Meredith,Meredith News,MeredithFrost,17842,109152
New Hampshire,Milford,Cabinet,Cabinet,656,73171
New Hampshire,Nashua,Nashua Telegraph,NashuaTelegraph,26623,19869
New Hampshire,Peterborough,Monadnock Ledger Transcript,LedgerTrans,1057,1142
New Hampshire,Plymouth,Clock,onlineclock,76812,65596
New Hampshire,Plymouth,Pennysaver,LI_pennysaver,3031,1690
New Hampshire,Portsmouth,Seacoast Online,SeacoastChurch,11808,5044
New Hampshire,Portsmouth,Wire,wire,8571,10799
New Hampshire,Weirs Beach,Weirs Times,weirstimes,1460,926
New Hampshire,Wolfeboro Falls,Laker,LakerGirls,2717,66926
Botswana,Gaborone,Botswana Guardian,BotsGuardian,2077,3829
Botswana,Gaborone,Gabz FM,Gabz_FM,4639,2280
Botswana,Gaborone,Mmegi,MmegiOnline,9680,102913
Botswana,Gaborone,Sunday Standard,Sunday_Standard,17669,6466
Brazil,Brasileia,O Alto Acre,oaltoacre,13263,2529
Brazil,Rio Branco,A Tribuna,atribunasantos,57231,130312
Brazil,Rio Branco,Beth News,Beth14News,11806,7543
Brazil,Rio Branco,Contil Net,ContilNet,9813,2890
Brazil,Rio Branco,Janelao Net,JanelaoNet,20608,1095
Brazil,Rio Branco,O Estado,Estadao,248959,5696427
Brazil,Rio Branco,O Rio Branco,riobrancoes,10434,3234
Brazil,Sena Madureira,Sena Online,JanaSenaOnline,3070,8924
Brazil,Batalha,Sertao em Foco,sertaoemfocopb,9171,1276
Brazil,Maceio,Extra,NPRextra,13951,552634
Brazil,Maceio,Gazeta de Alagoas,gazeta_alagoas,4007,2342
Brazil,Maceio,Gazeta Web,AGazetaWeb,133287,10832
Brazil,Maceio,O Jornal,JornalOGlobo,284554,5324430
Brazil,Palmeira dos Indios,Tribuna do Sertao,tribunasertao,55644,664
Brazil,Penedo,Correio do Povo,correio_dopovo,193431,256735
Brazil,Humaita,Portal do Purus,portaldopurus,12565,560
Brazil,Manaus,A Critica,ACritica,112054,170744
Brazil,Manaus,Circuito,CircuitoMuseoFA,1160,11288
Brazil,Manaus,Dez Minutos,DEZMinutos,21912,122878
Brazil,Manaus,Manaus Online,EMTEMPO_online,118972,66384
Brazil,Parintins,Parintins,tacacaparintins,1675,329
Brazil,Macapa,Diario do Amapa,DiarioDoAmapa,46191,6313
Brazil,Macapa,Jornal do Dia,jornalodia,97254,619640
Brazil,Macapa,Tribuna Amapaense,tribunamapaense,559,1133
Brazil,Alagoinhas,Alagoinhas Noticias,alagoinhasbahia,8130,909
Brazil,Barreiras,Fala Barreiras,FalaBarreiras,7307,390
Brazil,Barreiras,Gazeta do Oeste,GazetaOeste,7360,5336
Brazil,Barreiras,Nova Fronteira,ednovafronteira,4191,36036
Brazil,Barreiras,Novoeste,jornalnovoeste,19777,804
Brazil,Brumado,Jornal do Sudoeste,JornalSudoeste,13676,620
Brazil,Coaraci,Portal Mix,PortalLMBRA,10797,3998
Brazil,Conceicao do Coite,O Sertao,olhosdosertao,76033,2947
Brazil,Eunapolis,Radar 64,radar64com,19072,844
Brazil,Feira de Santana,Folha do Estado,folhadoestadoba,2902,1743
Brazil,Feira de Santan,Jornal Grande Bahia,jornalgrandebah,69164,2707
Brazil,Guanambi,Tribuna,tribuna_pr,21731,4081
Brazil,Itabuna,A Regiao,RegiaoLapaSP,12691,351
Brazil,Paulo Afonso,PA Noticias,Noticias69,2128,1398
Brazil,Salvador,A Tarde,atarde,102858,408545
Brazil,Salvador,Boca do Povo,eunabocadopovo,1460,750
Brazil,Salvador,Correio,correio,270329,590860
Brazil,Texeira de Freitas,Sul Bahia News,SulBahiaNews,8594,3086
Brazil,Vitoria da Conquista,Diario do Sudoeste,diariodsudoeste,12952,1398
Brazil,Vitoria da Conquista,Tribuna da Conquista,tribunavca,18620,2824
Brazil,Crateus,Gazeta do Centro Oeste,gazetadooeste,651,1017
Brazil,Fortaleza,Diario do Nordeste,diarioonline,113087,457480
Brazil,Fortaleza,O Povo,opovoonline,156004,693851
Brazil,Iguatu,Iguatu,Iguatu,32730,1588
Brazil,Juazeiro do Norte,Miseria,FrancoMiseria,1101,369
Brazil,Sobral,Sobral 24 Horas,SOBRAL24HORAS,198355,1428
Brazil,Brasilia,Alo,Alo_Yoga,6925,21119
Brazil,Brasilia,Brasilia Tempo Real,brasilia_hoje,4256,3494
Brazil,Brasilia,Destak,destak,19300,109489
Brazil,Brasilia,Jornal Brasil,JornaldoBrasil,118650,572892
Brazil,Barra de Sao Francisco,Site Barra,SiteUrurau,15809,3282
Brazil,Guarapari,Guarapari Virtual,guaraparivi,8150,1350
Brazil,Nova Venecia,A Noticia,1Dnoticia,165862,152459
Brazil,Piuma,Noticias e Negocios,JNegocios,164385,136654
Brazil,Vitoria,Folha Vitoria,folha_vitoria,63181,188829
Brazil,Vitoria,Gazeta Online,gazetaonline,54548,243160
Brazil,Anapolis,O Anapolis,anapolisoficial,593,712
Brazil,Aparecida,Jornal Goias em Destaque,jornalgoias,3666,1100
Brazil,Caldas Novas,CN Noticias,cn1oficial,4301,851
Brazil,Catalao,Portal Catalao,portalcatalao,2520,1669
Brazil,Goianesia,Opiniao,opiniao,16997,106363
Brazil,Goiania,Goyaz,goyaz_emma,2191,420
Brazil,Goiania,Jornal Opcao,jornalopcao,68315,91798
Brazil,Goiania,O Popular,jornal_opopular,87443,296506
Brazil,Goiania,Tribuna do Planalto,TribdoPlanalto,1580,4781
Brazil,Inhumas,Tudo In,TudoMiley,137235,42914
Brazil,Ipora,Oeste Goiano,Oeste_Goiano,837,464
Brazil,Itumbiara,Folha de Noticias,folhailustrada,56194,340518
Brazil,Rio Verde,Rio Verde Agora,rioverdeagora,4652,1679
Brazil,Uruacu,Jornal Cidade,jornalcidade,1042,497
Brazil,Carolina,Maranhao News,portalmanews,7288,789
Brazil,Sao Luis,Jornal do Lar,jornal_do_lar,2246,391
Brazil,Sao Luis,Jornal Pequeno,jornalpequeno,30105,16158
Brazil,Araxa,Clarim,clarim14,5588,332
Brazil,Barbacena,Jornal Folha de Negocios,folha_negocios,2079,1842
Brazil,Belo Horizonte,Diario do Comercio,DComercio1,31985,4560
Brazil,Belo Horizonte,Hoje em Dia,hojeemdia,36997,532465
Brazil,Belo Horizonte,O Tempo,otempo,220919,227032
Brazil,Belo Horizonte,Super Noticia,SuperFC,84189,8013
Brazil,Belo Horizonte (Savassi),Jornal da Savassi,jornaldasavassi,3303,2677
Brazil,Betim,O Tempo Betim,otbetim,4604,972
Brazil,Betim,Tribuna de Betim,tribunadebetim,9333,1468
Brazil,Borda da Mata,Tribuna Popular,tpopular,10301,1015
Brazil,Guanhaes,Folha de Guanhaes,folhadeguanhaes,16762,680
Brazil,Itabira,De Fato,Brasil_de_Fato,34369,90233
Brazil,Itauna,Brexo,_vashtiBRExo,10250,492
Brazil,Juiz de Fora,Diario Regional,eldiariopilar,58000,12143
Brazil,Juiz de Fora,Panorama,PanoramaNYC,666,10612
Brazil,Juiz de Fora,Tribuna de Minas,tribunademinas,26845,7307
Brazil,Luz,Jornal de Luz,Jornalluzdavida,1260,360
Brazil,Machado,Folha,folha,292742,5903956
Brazil,Montes Claros,Jornal de Noticias,JornalNoticias,160854,442600
Brazil,Montes Claros,Radio 98 FM,Soundcity985FM,65540,32182
Brazil,Muriae,Gazeta de Muriae,Gazeta_Muriae,6484,960
Brazil,Muriae,Jornal de Muriae,Jornal_Muriae,1393,552
Brazil,Ouro Preto,Tribuna Livre,TribunaLivre,1680,504
Brazil,Paracatu,Paracatu,FcLS_ParacatuMg,26173,1276
Brazil,Passos,Folha da Manha,folha_todamidia,4558,11206
Brazil,Ponte Nova,Folha de Ponte Nova,FOLHAPN,6955,808
Brazil,Sabara,Folha de Sabara,folhadesabara,2359,312
Brazil,Taiobeiras,Folha Regional,FRegional,2524,701
Brazil,Tres Coracoes,Folha do Sul,folhadosul,4834,1808
Brazil,Uberaba,Jornal da Manha,jmanha,1247,6849
Brazil,Uberlandia,Farol Comunitario,FarolCom,25454,1497
Brazil,Varginha,Correio do Sul,grupocorreiodos,9943,312
Brazil,Varginha,Jornal Sul de Minas,jsulminas,879,372
Brazil,Aquidauana,O Pantaneiro,siteOPantaneiro,14615,496
Brazil,Caarapo,Caarapo News,CaarapoNews,3548,1073
Brazil,Campo Grande,Campo Grande News,cgrnews,50337,12735
Brazil,Campo Grande,Capital News,CapitalNENews,12722,5482
Brazil,Campo Grande,Popular,PopSci,53075,1199225
Brazil,Corumba,Cidade Branca,acidadebranca,182021,871
Brazil,Corumba,Diario Corumbaense,diarionline,35208,1035
Brazil,Corumba,Pantanal News,PantanalNews,24950,1101
Brazil,Dourados,Diario MS,DiarioMS,7682,1647
Brazil,Dourados,Dourados Agora,DouradosAgora,32086,1640
Brazil,Dourados,Dourados Informa,douradosinforma,13984,1299
Brazil,Fatima do Sul,Fatima News,FatimaSaleem84,1734,9129
Brazil,Mundo Novo,Tribuna do Povo,TribunaJlle,4131,6145
Brazil,Tres Lagoas,Jornal Dia a Dia,jornaldacbn,27655,487918
Brazil,Alta Floresta,O Diario,DiarioDaChae,4634,2196
Brazil,Barra do Garcas,Araguaia,oficialaraguaia,813,19950
Brazil,Cuiaba,Capital Press,capitalpress,41565,12124
Brazil,Cuiaba,Midia News,Midia_News,62548,12995
Brazil,Cuiaba,Tribuna da Cidade,tribunaBH,6770,1266
Brazil,Diamantino,O Divisor,JornalODivisor,2863,380
Brazil,Jaciara,Dia a Dia,DiaaDiaCaracol,27120,1211509
Brazil,Pocone,Poco Net,poco___net,1323,513
Brazil,Rondonopolis,Primeira Hora,primeirahoramt,130560,4593
Brazil,Sinop,Agencia da Noticia,AgenciadaNo,27165,43275
Brazil,Varzea Grande,Diario da Serra,odiariodaserra,2174,1505
Brazil,Varzea Grande,O Documento,DocumentPerdido,2589,2121
Brazil,Belem,Amazonia,InfoAmazonia,8149,2980
Brazil,Belem,Diario do Para,diariodopara,166486,83206
Brazil,Belem,O Paraense,futebolparaense,4330,3886
Brazil,Belem,TV Liberal,TVLiberal,20939,91526
Brazil,Castanhal,Jornal Expresso,expresso,324679,355358
Brazil,Parauapebas,Correio do Para,correiocid,21287,11625
Brazil,Santarem,Gazeta de Santarem,gazetadsantarem,4131,1512
Brazil,Santarem,O Impacto,OImpactoMogi,4415,349
Brazil,Santa Cruz,Santa Cruz Noticias,santacruzf_c,22800,26108
Brazil,Taperoa,Taperoa,Taperoafoco,2625,2010
Brazil,Araripina,Araripina,araripina,15739,1156
Brazil,Caruaru,Portal Caruaru,portal_caruaru,572,308
Brazil,Caruaru,Vanguarda,g1vanguarda,22691,102250
Brazil,Recife,Diario de Pernambuco,DiarioPE,134327,892113
Brazil,Recife,Folha de Pernambuco,FolhaPEesportes,67289,13936
Brazil,Teresina,Diario do Povo,DiarioPovo,6123,11627
Brazil,Teresina,Meio Norte,portalmeionorte,137654,19873
Brazil,Teresina,Tribuna do Sol,TribunaDoSol,849,608
Brazil,Apucarana,AN Noticias,ahoranoticiasAN,404615,942213
Brazil,Apucarana,Tribuna do Norte,tribunadonorte,133260,232555
Brazil,Cascavel,Gazeta do Parana,gazetadoparana,40549,4372
Brazil,Cascavel,O Parana,paranaportal,24308,3880
Brazil,Cianorte,Tribuna de Cianorte,tribunacianorte,3142,722
Brazil,Curitiba,Agora Parana,agoraparana,1230,396
Brazil,Curitiba,Bem Parana,portalbemparana,52802,14482
Brazil,Curitiba,Diario Popular,diariopopularRS,49704,57511
Brazil,Curitiba,Documento Reservado,docreservado,4029,1932
Brazil,Curitiba,Gazeta do Povo,gazetadopovo,180853,342994
Brazil,Curitiba,Impacto Parana,impactopr,5256,2872
Brazil,Curitiba,Jornal do Onibus,jornaldoonibus,1290,388
Brazil,Curitiba,O Estado do Parana,oestadodoparana,7206,2963
Brazil,Curitiba,Tribuna do Parana,tribunapr,15490,19255
Brazil,Dois Vizinhos,Portal Dois Vizinhos,portal2vizinhos,7490,599
Brazil,Foz do Iguacu,100 Fronteiras,100fronteiras,5938,2940
Brazil,Foz do Iguacu,Megafone,megafone,8122,24954
Brazil,Foz do Iguacu,O Iguassu,OIguassu,7652,615
Brazil,Foz do Iguacu,Primeira Linha,PrimeiraLinhaGZ,3914,984
Brazil,Francisco Beltrao,Jornal de Beltrao,jornaldebeltrao,6431,1667
Brazil,Gaspar,Jornal Metas,jornalmetas,9020,1191
Brazil,Guarapuava,Diario de Guarapuava,diariodegpuava,4534,1333
Brazil,Guarapuava,Rede Sul de Noticias,eptvnoticias,32235,6451
Brazil,Guaratuba,Correio do Litoral,CorreioLitoral,10080,7320
Brazil,Irati,Hoje Centro Sul,hojecentrosul,3949,312
Brazil,Ivaipora,Parana Centro,JParanaCentro,10549,509
Brazil,Londrina,Bonde,abonde,7674,4187
Brazil,Londrina,Folha de Londrina,folhadelondrina,5017,4827
Brazil,Marechal Candido,Revista Regiao,revista_amanha,5072,5377
Brazil,Maringa,H News,5hNewsBrasil,133568,196173
Brazil,Medianeira,Jornal Mensageiro,OMensageiroSA,866,498
Brazil,Ponta Grossa,Diario dos Campos,diariodoscampos,44016,5808
Brazil,Prudentopolis,Pagina Popular,lapaginapopular,9366,2555
Brazil,Barra Mansa,A Voz da Cidade,avozcidade,5887,1397
Brazil,Barra Mansa,Folha do Interior,fdointerior,24461,328
Brazil,Buzios,O Peru Molhado,operumolhado,4899,1955
Brazil,Casimiro de Abreu,Folha dos Municipios,fdosmunicipios,1882,735
Brazil,Duque de Caxias,Site da Baixada,sitedabaixada,15528,3678
Brazil,Niteroi,O Fluminense,O_Fluminense,20412,78154
Brazil,Nova Friburgo,A Voz da Serra,avozdaserra,970,327
Brazil,Nova Iguacu,Jornal de Hoje,jornaldehoje,57263,8678
Brazil,Nova Iguacu,Jornal Hora H,EditoraHoraH,3649,568
Brazil,Nova Iguacu,ZM Noticias,1DandZMnoticias,8740,769
Brazil,Petropolis,Diario de Petropolis,diariopetro,13518,1752
Brazil,Pirai,Folha Vale do Cafe,folhavale,11205,522
Brazil,Rio de Janeiro,Correio do Brasil,correiodobrasil,250507,35742
Brazil,Rio de Janeiro,Lance,Lance210,12134,590528
Brazil,Rio de Janeiro,Metro Magazine,MetroMagPH,6796,42436
Brazil,Rio de Janeiro,Relatorio Reservado,Relatorio,4842,6021
Brazil,Rio de Janeiro,Rio de Janeiro,riodejaneiro,10763,75466
Brazil,Rio de Janeiro,RJ Sports,RJ_Sports,24513,6617
Brazil,Rio de Janeiro (Barra,Cidade da Barra,CidadedaBarra,2870,307
Brazil,Rio de Janeiro,Posto Seis,JornalPostoSeis,3238,486
Brazil,Rio de Janeiro (Ilha,Ilha Noticias,ilhanoticias,8540,6267
Brazil,Tres Rios,Entre Rios Jornal,EntreRiosJornal,12556,1849
Brazil,Volta Redonda,Foco Regional,Focoregional,35357,1963
Brazil,Mossoro,Correio da Tarde,correiodatarde,2687,5041
Brazil,Mossoro,O Mossoroense,O_Mossoroense,44541,8486
Brazil,Natal,DN Online,DN_Online96,11343,554
Brazil,Natal,Novo Jornal,NovoJornalRN,62458,87013
Brazil,Nova Cruz,Gazeta do Agreste,gazetadoagreste,668,535
Brazil,Ji Parana,Correio Popular,correiopontocom,29252,4478
Brazil,Porto Velho,Diario da Amazonia,DiarioAmazonia,5358,2430
Brazil,Porto Velho,Tudo Rondonia,tudorondoniacom,3722,3066
Brazil,Porto Velho,Via Amazonia,viaamazonia,1587,412
Brazil,State ,Roraima,g1roraima,13852,9104
Brazil,Boa Vista,Boa Vista Agora,BoaVista_Agora,8214,2967
Brazil,Boa Vista,Folha de Boa Vista,folhabv1,10182,6451
Brazil,Boa Vista,Roraima Hoje,Roraima_Hoje,3485,2659
Brazil,Arroio do Meio,O Alto Taquari,oaltotaquari,1885,431
Brazil,Augusto Pestana,Integracao Regional,br_integracao,19691,16882
Brazil,Bage,Minuano,Minuano_Samuel,878,318
Brazil,Bento Goncalves,Jornal Semanario,jsemanario,17598,1581
Brazil,Cacapava do Sul,Gazeta de Cacapava,gazetacp,1398,363
Brazil,Cachoeirinha,Diario de Cachoeirinha,DCachoeirinha,1238,1240
Brazil,Campo Bom,O Fato do Vale,fatonovo,1093,577
Brazil,Canela,Jornal de Canela,jornaldegramado,17257,2452
Brazil,Canoas,Diario de Canoas,diariodecanoas,32941,8137
Brazil,Casca,Jornal Hoje,jornalhoje,18492,2582544
Brazil,Caxias do Sul,Correio Riograndense,correiorgs,7804,1465
Brazil,Caxias do Sul,Pioneiro,pioneiroonline,59241,71606
Brazil,Caxias do Sul,Radio Sao Francisco,saofranciscoam,2244,675
Brazil,Caxias do Sul,Rede Maisnova FM,maisnovafm,26192,6751
Brazil,Encantado,Antena,tvantena10,19870,4871
Brazil,Erechim,Bom Dia,BomDiaBrasil,21072,1214718
Brazil,Farroupilha,O Farroupilha,repfarroupilha,6269,5512
Brazil,Flores da Cunha,O Florense,jornaloflorense,8493,1988
Brazil,Frederico Westphalen,O Alto Uruguai,OAltoUruguai,20720,2041
Brazil,Garibaldi,Novo Tempo,TVNovoTempo,32228,130226
Brazil,Garibaldi,Radio Garibaldi AM,radiogaribaldi,9432,1052
Brazil,Gravatai,Correio de Gravatai,correiogravatai,1262,1803
Brazil,Gravatai,Jornal de Gravatai,jornalgravatai,8587,817
Brazil,Ibiruba,Visao Regional,visaoregional,25561,821
Brazil,Lajeado,O Informativo do Vale,Informativo_VT,35015,4234
Brazil,Novo Hamburgo,Jornal NH,jornalnh,123035,77611
Brazil,Porto Alegre,Diario Gaucho,diario_gaucho,122638,67373
Brazil,Porto Alegre,TVE,tve_tve,58056,515004
Brazil,Porto Alegre,Zero Hora,zerohora,170623,1073843
Brazil,Porto Alegre (Partenon),Bem Estar,bemestar,15236,715502
Brazil,Santa Cruz do Sul,Gazeta do Sul,GazetadoSulRS,650,2086
Brazil,Santa Maria,Diario de Santa Maria,diariosm,56614,15010
Brazil,Santa Rosa,Noroeste,noroestemx,184764,106030
Brazil,Santana do Livramento,A Plateia,aplateia,8810,1127
Brazil,Sao Jeronimo,Portal de Noticias,portalcamilabr,5520,19215
Brazil,Sao Leopoldo,Jornal VS,jornalvs,48295,10963
Brazil,Torres,Diario Gazeta,diariogazeta,6630,1076
Brazil,Uruguaiana,Jornal Semanal,TempoSemanal,5975,2358
Brazil,Vacaria,Correio Vacariense,CVacariense,17791,1037
Brazil,Venancio Aires,Radio Fatima AM,radiofatima,21712,2725
Brazil,Vera Cruz,Folha do Mate,folhadomate_com,19094,1795
Brazil,Veranopolis,Jornal Arauto,jornalarauto,11561,2219
Brazil,Viamao,Correio Rural,CorreioRural,1230,1590
Brazil,Camboriu,Diario do Litoral,diariolitoral,34295,5581
Brazil,Balneario Camboriu,Pagina 3,pagina3,23966,5027
Brazil,Concordia,Radio Alianca,webnovaalianca,4040,694
Brazil,Florianopolis,AN Capital,justcapital_,1257,1422
Brazil,Itapema,O Atlantico,RotadoAtlantico,5309,1657
Brazil,Joinville,Gazeta de Joinville,gazetadejlle,5208,3036
Brazil,Lages,Correio Lageano,CorreioLageano,68977,3633
Brazil,Lages,Gazeta Serrana,gazetans,1505,697
Brazil,Pomerode,Jornal A Cidade,a_cidade,130331,8012
Brazil,Rio do Sul,Nova Era,Nova_era81,2592,827
Brazil,Tubarao,Diario do Sul,diariodosul,6737,3487
Brazil,Urussanga,Notisul,jornalnotisul,16795,5931
Brazil,Aracaju,TV Atalaia,TVAtalaiaHD,566,480
Brazil,Aracaju,TV Cidade,TVCidadeFortale,925,8607
Brazil,Boquim,Politicando,politicando,825,848
Brazil,Estancia,Estancia Online,estanciaonline,8865,1161
Brazil,Adamantina,GI Noticias,ginoticias,3502,431
Brazil,Aracatuba,Folha da Regiao,folhanet,109738,2697
Brazil,Araraquara,Sim News,SpaceSimNews,2974,41919
Brazil,Araraquara,Tribuna Impressa,TribunaImpressa,4666,1392
Brazil,Arthur Nogueira,Nogueirense,sounogueirense,3487,719
Brazil,Assis,Guia Assis,guiaassis,8855,751
Brazil,Assis,Voz da Terra,vozdaterra,2248,435
Brazil,Barretos,Jornal de Barretos,JornalJBR,514,301
Brazil,Barretos,O Diario de Barretos,odiariodebtos,7130,1513
Brazil,Barueri (Alphaville),Alphaville Online,AlphavilleJ,1841,1635
Brazil,Barueri (Alphaville),Folha de Alphaville,FolhadeAlpha,1632,800
Brazil,Bertioga,Beach e Co,BeachRunr,2464,876
Brazil,Botucatu,Entrelinhas,entrelinhas,1425,12310
Brazil,Campinas,Noticia Ja,NoticiaJa,48585,2366
Brazil,Campinas,RAC,RAC,21638,29595
Brazil,Campinas (Sousas),Jornal Local,jornal_local,4767,1053
Brazil,Capao Bonito,O Expresso,Expresso2222,3336,7693
Brazil,Dracena,Jornal Regional,o_regional,8775,415
Brazil,Guarulhos,Folha Metropolitana,folha_metro,5824,711
Brazil,Guarulhos,Metro News,MetroNewsCanada,51176,13129
Brazil,Indaiatuba,Tribuna de Indaia,tribunadeindaia,8482,1936
Brazil,Itu,Periscopio,PeriscopioPTY,5483,3512
Brazil,Itupeva,Jornal de Itupeva,jornaldeitupeva,882,659
Brazil,Jandira,Folha de Jandira,folhadejandira,2728,445
Brazil,Jau,Comercio do Jahu,comerciodojahu,9553,3287
Brazil,Jundiai,Rede Bom Dia,redebomdia,59808,8721
Brazil,Lencois Paulista,O Eco,o_eco,13672,44037
Brazil,Limeira,Gazeta de Limeira,GazetadeLimeira,21417,4786
Brazil,Lins,Debate,Debate_Mate,5095,5128
